sentiment,text
0,Is hungry. What can I eat. It is kinda early for lunch.  dang those apple jacks for not holding me over until lunch!!!!!!!
0,@FaithfulChosen I confess - we have a dish washer  I set it off each night and empty it in the morning. Very lazy.
0,@gabysslave Ah thanks. Benelyn not working. 
1,@petecooper Darn  The internet: where gardening meets nakedness. What a mighty fine juxtaposition.
1,"@johnreese Star Wars, Episode V, The Empire Strikes Back - It's the movie that turned me into a Jedi! "
1,@laurah21 Kids are lucky to learn from two of the best hokie B'ball players. 
1,@ItsNeet LOL i sure hope so!  i bet he'll have a late breakfast or he might have eaten breakfast already at sunrise biscuit. 
0,feels like shit and cba to stay awake 
0,If anyone wants to know what happened with me tonight text me tomorrow I can't tweet it  goodnight guys sorry I'm being so annoying 
1,gonna go have a bath now then watch BGT 
1,"@Serendipi You are alive today, then... was starting to wonder "
0,"(symphonysoldier.com) OMG. So shocked. I mean seriously Ian? Out of all the people in the world, I never expected this! You'll be missed. "
1,"#myweakness Brandon Flowers, Angelina Jolie. "
1,@AngeloSurmelis You create amazing things... beautiful! 
1,@RyanSeacrest you should see the pic @danwarp has of you 
1,YIPEEE!!! the garee person jus owned lol 
1,@JillyWisdom hello there fellow Tucsonian 
0,"at work now, lovely day, @eckafatcat going away tonight - going to miss her   Wish I could be at home to enjoy the weather"
1,Photo: uke can see me!!  http://tumblr.com/xuv1z8ctw
0,"Shrimp on a stick, mini tacos, gorditas, funnel cakes and everything else I can't have at the Houston St. Fair "
0,@mitchelmusso i wish i could come but i cant im from england 
0,car failed its MOT  housebound till its fixed 
1,"@RealKidPoker I hope that's not a REALLY ignorant question; and if so, plz forgive my ignorance.  I'm just curious.  Thanks. "
0,off to school ahhhhhhhhhhhh german test and first lesson english ughh 
1,Also--if I can plot a book in a weekend that's set in NYC... can I deduct that off my taxes?  (I do have a plot bunny for a NYC story.)
1,"@NicolaMandy do you have a picture? lol, ducks are pretty cool "
1,@sonamsays it is  I usually just go over into the next post etc. flashback: telling a friend a story over twitter in 50 updates hahaha
0,@KirstinHolland darn - blackrock is offline 
1,"@jdgaby Free Iran, dear. Cause everyone deserves equal and fair representation. "
0,@madamecupcake ok i tried 2 go ahead &amp; reply &amp; when i was 1/2 done my browser froze &amp; then crashed. grr. so i will w/b later ok? sorry  
1,ok i'm going to sleep...hair appt in the morn...and maybe tatt &amp; nails  night twomies!!
1,"@dmanetta ha. We did have a blast. But, don't think we'll be roadtripping to Detroit any time soon. Sorry... "
0,You could never predict the future..  hate it..
1,And the ultimate #followfriday mention goes to @GovernorPerry for being governor of a great state and for being quite pretty 
1,"@KellyThomas1 I feel the same way.. look forward, everyday, to seeing my Tweet friends! "
0,dnt feel like gng out but have to go 
0,leaving for work  chat just after 8! xx
1,@drsimonc Really good 
1,morning all. my headache is gone. so my head feels much better than it did 
1,@Fingman for our hero are better then you  haha ilyy.
1,@film_club I'd like to nominate Die Hard and Seven please   #film_club
1,@friendsofclari she'll be better in no time with the love and attention from both of you 
1,@Fierce_Princess Hey! I replied to our role play... 
1,Hey @JBCP how was whiskey dix tonight? 
0,I can still smell dat Anti Freez all up under my hood 
1,"@jason_2008 few days off + Mondays, not a great combination, but hey ho! "
1,Morning @paulanicole13 
1,@Mandums You're nuts.... ;) Guess I live in the wrong province... but then again I wouldn't speak French if I did 
1,"@bradjshannon  No, #p2 at the time had a diversity mission.  But OTHERs felt it was largr.  We yielded to #p2 for unity. Compromise "
1,Watching the Detroit Red Wings at Buffalo Wild Wings! Yay Hockey 
1,@mariawinther It's a very lovely excuse to go home for a short visit 
1,@BCLions Thanks for the heads up! 
1,"Damn, just reading 0ver the b0ok. N0t actually mem0rizing anything  guess i'm n0t g0nna nail the exam tomorrow :/"
1,@Aplchian thnx 4 the follow 
1,@69SheriffJezzy Hehe thats awesome. #Vampirebite lol 
0,why can't i get over him 
0,damnit Things is telling me i have 2 homework assignments due today &amp; a paper a week overdue and another in a few days... maybe no movie 
1,Its so good to watch the Jonas 3D movie without any screaming. 
0,Restless...cant sleep or focus to watch telly  wanna know who has a crush on me....
1,Ooh I have snazzed up my profile with summery colors 
1,@Racheewheels It is a gorgeous day 
1,"@xBarrettx As did the entire world, it would seem! Hope you have an exciting day, though. "
0, For a minute there I was all happy thinking it was THIS Tuesday we finished. 
1,@jordan1507 Awww thank you Angela! 
0,@sweetemmaxxx i no that happens alot  omg i so want pom bears lol
0,@Tweetygirl6 True that. And I missed going to the store.  I'll pick up the DG on Wednesday. I'm heading out in 15 minutes
0,"Only two more levels of TR:Underworld to go plus the Lara's Shadow DLC, think I'll miss it a bit once I'm done  It's pretty good"
1,@Twexting Hey girl... DM me on Sunday...   You know U love me
0,@Vertago1 wow. Nice.... I gotta start doing some more. But 100k i had went for a walk last night - sold something and it dissapered. 
1,"@jasonscottadams Now that I sufficiently feel like a hamster, are you satisfied??? "
0,@quinland   Its HERE!!! 
0,@msmack9871 i know the feeling 
1,@Iakido I'd love to go to Monaco too! Especially when the F1 is on 
1,@TeaBoat W00t! congrats to your son! he's on a real winning streak  I'll be planting today too  flowers and vegetables. ^^
1,@Frost93 I sooooo got it now 
1,I'ma try and get 700 tweets today 
0,eating my really nasty chocolate cake it turned out really bad i never make em right  oh well
1,@icez sure thing. let me know when you come up to Bangkok again 
0,@herotozero i want cheetos.  what kinda chips you got?
0,@snanibush only because they would be stale by the time they got to you!! 
1,@MATT_369 thanks for the #followfriday 
1,@SuziesArmoire Thanks!  I just saw that. So you have a page? I'll try to find it ;)
1,"Will be going home soon, popped good lyrical idea  huhuuu"
0,@ScruffyPanther Um...I don't know what it would be slang for? I'm so uncool 
1,@_Flik_ hehe yeah ! You know me so well ! 
1,@DonnieWahlberg Took this pic in Holmdel....thought you may like to have it   http://www.twitpic.com/7gkwf
1,@chelseyann226 ew yourself 
1,@Applecored heeeeeeeeeeeeeeeeey ... mwah mwah mwah  lol
1,@pixiesongs you heard anything about it yet 
1,@amanda_nan enjoy your brunch! @Taraflecktones made me eggs n bacon  you should follow her. you guys are meant to be friends
0,And so another Tuesday begins!!  not too jazzed about. Its only Tuesday!! I want the weekend to come. My mind needs a vacation.
1,Oh to hell w/ it. @pad4thai We all learn something new every day. So forget about it. Worry is a waste of time. 
0,@Hans_Karl Just a great day with the family....  didn't want it to end!!    And you?
0,"&quot;i'm never going to know you now, but i'm going to love you anyhow&quot; gahh, i miss music with my best friend "
1,i'm on my r&amp;b groove - starting with @epiphanygirl 's album 
0,@meghannian ::cries:: #imissyou #lovesandadoresmysickiebffM ::peers:: where are you? needs.... snuggles... 
0,"ahh, i was playing Restaurant City on Facebook then it had an error  Ahh!"
1,@ickieepoo Hey Names Charlene. I see yoiu live in NY and like ashley. i love getting to know new people. comment back 
1,@CarebearJK My night was amazing  I'm going to put a few twitpics up as well as put all my pix &amp; videos on FB 
1,@JoAnneJoyM oh yeah... u will!! 
1,@gohard510  wssp wit yu
0,Cant sleep yet.  bumming around on the internets.
0,Great! @Daizz26 will disown me too!? LOL 
0,im sad cause i might be moving 
1,"Pls join my Facebook page where I will be sharing daily tips, tools &amp; worthwhile links for businesses to benefit from!  http://is.gd/nx7h"
1,@xXmIxEdMoDeLXx white castle and tequila girl u trying to kill me tonight lmfao 
1,@mileycyrus lol i just seen you lol on the red carped you told the guy good cuz he asked how you were lol your awesome 
1,"@vanhunt Mr. Hunt, I love your new music. You never stop amazing me "
1,"@salandpepper scared him off brilliant ,That didn`t take alot "
1,@gone2dmb agreed!  Soulful eyes.  
1,@musicalgirl74 Sweet dreams. 
0,@ClaireBoyles I try that every day - stuff still rolls over 
1,@wonderbangin I know your sitting next to me but I still feel the need to tweet you. 
0,@KatieBurson what if i've worked 24 hours this weekend and simply ran out of time? 
1,Going home tomorrow 
0,my friend Niall Mcdonough is missing in Austrailia 
1,@jrsnyderjr I'm stealing gerbil mind. Never heard it called that before! 
0,@jesirose I wish mine would be small. :-/ shes gunna end up kickin' Napoleons ass one day if she keeps growing. 
0,@AmandaFClark Thats rubbish! 
1,Wants Chloe to send me the Good Charlotte self titled album NOW lol 
1,"@CSI_PrintChick *hugs* You were right about that 5*, btw. I am soo glad I took ur advice and did it! "
1,"@Tacoshack27 Thanks for that, I will do my #followfriday #ff when I get home later today "
1,"@ohflawless ALYYY  Thank you hunny! omg, your comment make me SMIIILE  You rock! &lt;33 where is Do? hasn't been on for a while :S"
0,I want some birthday cake. XD Maybe a mother's day cake then! Too bad I'm miles away from my mom... 
0,"#i36 Hope I'm feeling better by thursday, will be seriously annoyed if I'm ill over LAN "
0,"@torriRAWR science, trim didn't set it either "
0,"@dannygokey i wanted to vote for you in the mr.twitter or whatever it's called, but the link wouldn't work  what should i do?"
0,@ElizabethThe is your TweetDeck working properly? mine isn't loading any tweet updates! 
0,"@sunbug also the problem is the thickness of the packets, I'm trying to cut down on postage costs as well "
1,"Just finished installing a LAMP server, then I installed wordpress. This time I didnt have any problems "
0,@knightleyyeahh  wanna talk about it? &lt;3333
1,Good afternoon everyone  Had an awesome AWESOME meeting  #GodRocks!
0,@sooberlee poop  it was worth a try haha.
1,Thanks for the #FollowFriday girlie! Saw the poopy posts...so hilarious! Sounds like your nephew is really making up for lost time! 
0,@StoutEnterprise you and @back_nine are going to it right? @rowdabm and I are on our way..but we are going to miss it  wish he came tomm
1,"@honeyPRmelb Pffft, I doubt that! I'm sure you have exciting things happening; I'll think very positive graduationn thoughts for u 2moro! "
1,@PinkTrees: babies that like to sleep lots are so good 
1,"This is my 900th tweet. Only 100 more til I hit 1000. So that'll take me, what? A few days? "
0,"@MommyMelee oh no   thinking of your mom, and sending very bad karma vibes at that dermatologist."
1,"Well, at least Kyle didn't win "
0,"@T_X_P demographic politics == crude, divisive "
1,"facebook? Its creepy I find some of my family on it, but I guess I'll have to be on it more often "
1,ROFL. CHYEAH   hand &lt;3 see you alls tomorrow. not really but whatevs. bye ness  actually might tweet one more :S haha kk
1,@kyleblake Happy Birthday! You rock! 
0,The worst part of being an SEO content writer -  you can never claim u wrote it  
1,Borrowing my mates HDD caddy/enclosure tonight. I'll finally be able to copy my 800GB of trance &amp; progressive house onto my external.. 
1,"@BobWarren oh I will! I think the next 3 months I will be doing workouts for a lot of people, lol! Want to be the 1st one?  #100miles #run"
0,@ImajicArt  bugger!
1,I'm getting closer to the splits 
1,@HarleyNK I love it too 
1,@BizAvWeekly Copy! And Wilco! See you on Monday Afternoon! 
0,@oceanUP awww.. why?  don't judge her like that..
0,@feblub I'm in work so am always bored  Feeling really sleepy as well. Did not get a good night sleep.
0,Si full upppp  I ate waaaay too much! And I'm still freaked out about the spider stories from lunch :'(
1,@mwahihi Yes. Nag twitter. HAHA  Thanks. LM. 
0,"@Kera_Peach Well, from what she says you were flirting with him. And she's good. I know. Take last night, for instance. I got her to cry. "
0,"just got back from NOM NOM's at our favourite restaurant here in Haarlem. I'm sad, I will miss eating there, the food is INCREDIBLE "
0,@lostdogs10  Miami doesn't really appreciate the geek.
0,@tmsaws I thought we were bffs 
1,"@galaxydazzle Hello Irish  haha, you enjoy yourselves? It was soosooo good! so worth the hours and hours camping!   see you @ croydon"
0,The Apple &quot;user guide&quot; for iPhone has no info on how to change the size of my video 
1,@liz0007 research on how quantitative research methods apply to content analysis and standardized tests 
0,"@CassieFX I've basically given up now, but it's still hard to watch "
1,"@JohnDomPaiva Keep at it; practice makes perfect!  It'll take time to draw something you feel proud of, but the end satisfaction is great."
0,@CocaBeenSlinky @MandyPandy32 makes me feel sad that 2 people who were lovely and supportive of our Moonwalk feel Twitter is hurting them 
1,@DonnaJonesMcfly its okaaaay 
1,"@URIENATOR well they were extremley tired, jack said he just wanted to go to sleep, but yeah they were uber nice  we will!"
0,@scottiejen How rubbish that it was closed 
0,@buffywoo I totally understand you... same problem with my family  here's something to cheer you up http://tinyurl.com/kpr343
0,Damn... I have alot of crap.... I don't wanna organize my life right now. Noooo... 
1,"At the Queens lots of ppl from the tour, including David Cronenbergs wife. Just realised I was really dehydrated. Drinks!! "
1,"@FANPiRE__ @sunnyemlie Twilight-&gt;best movie EVERRR!!  ... but new moon's gonna be better, i think  .. becuz of my guy Taylor..ArR ;) xD"
0,@wallflowergrows why?? 
0,"this n-dubz show thing is so cute, i wanna cry "
1,scrubs is on all day 
1,Done prefunkin with ciroc &amp; lemonade. Heading to XS? Where the hell YOU at?! 
0,@tdobson I'm going in 10 minutes  #unsheffield #uns1
1,"@30SECONDSTOMARS sure 30stm does it MUCH better! love Jared's voice, gives me goosebumps  ...so I must go give my vote again hehe xxx"
0,@jemistry chelsea  they were the better team tbh though  and I hope this Fuga De Cerebros isn't taking over from CR haha
1,@mollymo144 Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
1,@StinaBkAngel yayyyyyy Stina!! aren't you glad you decided to go 
1,@PrettYDreaD724 yoo they used to have some fine waiters there lol. One sorta spilled a drink on me &quot;u wet?&quot; umm lmao  Nah I'm a good girl
1,@tcross08 they don't light them up anymore... But I smile when I pass them and think of you! That was a happy summer for so many reasons! 
0,I was about to move to phoenix because of that  @pauval
1,*Sigh* Don't you just love the Chippendales? 
1,He is writing a song for me! 
1,http://twitpic.com/5ooez - My favourite place to be 
0,@mina_version it's dull and horrible near stoke 
1,"@Halfdeck Thanks for reading my blog, Just posted a new one .. On Being Real. http://sashakane.multiply.com/ Have a wonderful day. "
0,@hobbs Many thanks. Or I've left it on the train 
1,"@nilofer OK, now I am motivated to get out and WALK my 3 miles.  I have let myself get out of shape "
0,I still feel like shit  watching one of my Dave movies The Dark Knight
1,@cri_sty yeah! i'm going to see them 18th november 
1,@mark_ca b/c it didn't like the taste of 'em  hehe.
0,"@alaksir Of course, if you wish that . Still wasn't able to post that pic  How are you today? I'm BUSY!! LOL!"
0,"I want to order all of @amandapalmer's sheet music books, they look so amazing but so expensive! "
1,@WhoIsAlexParker thank you my love! 
1,@Shontelle_Layne Are you performing there? 
1,"@drj0k3r hey bro If you could check your .mac email asap and reply, I'd really appreciate it  thanks so much."
1,The people at the bus stop can hear my music again - louder this time cause my window is wide open. more than before 
1,"@vivyouell yeah, but I'm not just &quot;everyone&quot; .....  "
1,@tommcfly You're reading the saga of twilight ? I read all are amazing  you enjoying this? answer me and make me happy â¥
0,"bah, cleaning my house before going to work.  what a wonderful day "
1,@sadieko  that'll do Sadie that'll do 
0,@cavorting would it turn you on then a woman stinking of onions ? 
1,@Snoop71 That's the best compliment I could get. Thank u!! 
0,Where oh where did ruby go  i feel unsafe now (N)
0,Remember when all I wrote blogs about were Remy Ma and Suri Cruise? I do 
1,Just got of the phone with @taylorxtrauma  i miss her so much!!
1,"i just ate one whole small pan cheesy bites classic favorite, and now eat garlic bread again  still hungry! such a rubbery stomach :p"
1,@jennypoynter yeah you should go 
1,@donjamokie Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
0,"@amazingphoebe i love you  maybe it's a good thing if i don't care as much. and tell me, please, how many chances have you already had?"
1,@shane_murphy Wispa's are properly awesome alright 
1,@YoungQ It wasn't Tweedeck sweetie..LMAO....The Army crashed twitter again  Aren't you proud of us??? Thank Jon for saying &quot;naked&quot;! LOL
1,@MJNuts All Jess or Crystal would have to do would be bat their eyelashes and I'd forgive them anyway.  
0,ok get this shit did girl b hatin on Twiitter Im sad 
1,@hannmcfly hahahah  you want me too print you off a caged bird thing?
1,@DonnieWahlberg Ddub!  I am in the airport on the way to Vegas!  Wish me luck in my poker tournament!   Kick ass at your first show baby!
0,going to watch julian play bball. i want phoebe 
1,"@anca_foster oh, and your website rocks too  but enough of the happy happy joy joy crap right?"
0,I stopped following JustJared and E! Online. Too many tweets on my home-page. 
1,@baylormum You know it! ;) &quot;See ya&quot; at @theroadshow in a bit 
1,@fightfan24 I was thinking the same thing! &amp; jared better be in it!  I think he's made for scary movies
1,@ohemgeematt They are awesome!! I added them. Cameron is cute. 
1,@mummbles01 hello!! welcome to the madness 
0,"@Gurlstrange EpiCentre Wheelock Place, 250 units &amp; for tourists only. Starting today "
0, bummer im sure we'll be able to do it in june 
1,@ohanne YAY how exciting!  I collect Hello Kitty stuff! lol
1,@OttoCartier Are you by chance any relation to the Jewelers? Just curious. 
1,@katieinthehat The one and the same! Should be a good gig 
1,I'm getting tired. But I'm being a good friend &amp; keeping my friend updated on whats been going on since she moved a year ago 
1,"@artpetty ha, I can't even get that  Chrome gives me Flash or Browser options though, so phew! "
1,"@Onerva I used to go to D'dorf twice a year, every year. It's nice "
0,Well it looks like I'll have to choose my 13 least fave's to leave out but that's like asking me to choose 13 of my kids to leave behind. 
1,"@aarthycrazy @shaaqT at the end of the best if u want some strong tea,branded ones r the best! "
1,"@dannygokey Awww, Danny. Sorry I'm late!  Who wouldn't accept the offer to teach you uploading?"
0,OH NOES # 2 AND SERVER IS DOWNN. http://bit.ly/VwV6H  Screw you tweeterwall. 
1,@Sajwest2 Thanks hun 
1,@KellyVanGlam  haha not at all just figured u would like it 
1,@paulina1 Morning teacher ! I gone green for #IranElection ! 
1,"@TTOBF a wall plug for charging? If so, yes I do and I can bring it "
1,I have a Tim Tam. My life is complete. *sighs* 
1,@AmMarvellous that he's outside enjoying the sunshine whilst I am stuck at work ??! yup. just a smidge 
0,@Bizarre57 yeah the weekends go way too fast  doesn't help that I sleep in til 10am both days haha but I love my bed!
0,@abbyvsyou i need it  i forgot to order it off amazon. I'll do that now.
1,"@ShawneyJ : Segment? As in...Something for TV? Very interesting!  Can't wait to hear what it's all about! Have fun, Kiddo! "
1,"@NinjaFanpire Anytime! I'm off ~ I can't match your stamina... my nice, warm, comfy bed is calling (screaming) my name...lol Night Ninja! "
0,I wonder if my cat is still stranded downstairs in our porch 
0,"most shopping done, over spent   Bad Jen. Off to G'fld to pick up my son then home to clean."
1,@larindavictoria btw he's not our math teacher ANYMORE 
0,@CaptainTapole i've ben yelling at teenagers in theaters to shut the hell up for years already  
0,Agh. Remembering a terrifying ride in Disney World called the ExtraTERRORestrial Alien Encounter. Gave me nightmares that whole trip 
0,@belladonna20 as are adverts  why so many?
1,@leonorawrr LMAO. queenbee of korea? tsktsk ;] creepy.. Creepy ALAY.  braceletny nga apa&quot; kan? ketauan dy you bsa dibaweln loh hha. kddng
0,@FrugalGaming i can see the box but when i type and submit nothing happens. ive turned off pop up thingy too 
0,does anyone else miss chatting in chat rooms? I do  but can't find  one i feel comfortable in suggestions please?
1,@vivinyvil hahaha yeap. Ur cute innocent puppy eyes  just got back from exercise ha 
1,@danielakrocks i know ...its so painful. been avoinding going outside since sunday lol. but no worries next time ill have factor 30 on 
1,@nikkibop awww thank you. 
1,@teamwhyme well good for you fatty 
0,i just realized that joseph called me back during me jessicas and julias message. i feel like i fail 
1,@Kdvb1aka_Kimber Yes... I'm just happy she didn;t write &quot;to daddy&quot;. I'd have died. I told her Shep can't be her daddy! sheesh  lol
1,@martyndarkly The band or the biotech weapon? 
0,@sadexposed but still if we 100 yaw gotta be pushing 130 maybe 150 yaw got deserts and kangeroos and shit smh nobody should live like 
1,Well im tired last night dont sleep well..so Good Night 
1,"In science, munching away at my popcorn "
1,@nachojohnny ilove it too!! - think ive seen every episode possible.  ; how bout you ?? ..
1,@QueenKika Past life for me.  @quirke YAY! Never thought I'd be so happy about bunny bombs. 
0,Someone remind me to actually study tomorrow please. 
1,@Misterprozac woo. im at the pub with @histapleface 
1,@iamshellz that would be fun 
1,@cel_xox we had kfc... adn welll. music was on full blast so i think the neighbours were pissed... but its a study session 
0,@brittanykins it's sooo annoying! because I want to see these pretty ladies I'm following but no I see a vomit green pic instead 
1,I just made some kick ass french toast 
1,@joelkatte I will...they are off to an awesome start.  I do plan on seeing them in the postseason!  #Brewers
1,http://twitpic.com/6fbmd - Got my braces off!!!! 
0,I AM SO BORED. THERE IS NOTHING TO DO. 
1,@LuvD143 Oooh hahaha. so you guys were baking em for fun? 
0, @PurpleHazeYobi Hope you had fun with &quot;Lisa&quot; the Jillian replacement lol... I was busy getting @_rosiecakes drunk! lol I &lt;3 u both... xo
1,@cmnxx710 WOOOOOOOOOOOOO GO CAROLINE  wuvs yew bunches and youz fabulous &lt;3
0,"@musicholic1997 yeah, right? I hate it... especially because all those livechats JB do and all those actions... it's stupid! "
1,@Jimmy_Saunders You're welcome m'dear  have you had a good week?
0,about to watch elizabethtown by myself. @cmcnair88 should come over and watch it with me. i miss him 
0,"@lislBR Thanks i will. Nothing yet, it could take a few weeks  but i'm not gonna get my hopes up."
1,"@Rove1974 we're sitting on comfy chairs  Oh, and congrats "
0,"Oh Amsterdam, so tempting, yet so fiscally out of reach "
1,@juiceee ROFL @ guyliner 
0,@cascandar I'm more of a dog person myself. Cats always seem like they have something better to do. Plus I'm alergic 
0,@SaschaScarpulla so i m on the train and i am SO late for work  gawd why do i end the week on such a bad note with the boss? masochist?
1,@markryes morning oh dear you are not having a good couple of days are you?  xxx
1,really really want to see up 
1,@petersuniverse  Because some people on my follow list will see you and maybe think you would be cool to follow too.     Happy Sunday!
1,@Fuzzie_74 Happy to spread the organisational brilliance of Scrivener! 
0,@MyNameIsIssa I AM GROWING MY HAIR!  Its not growing though
1,@jaredwinx Hahaha Good luck. Don't forget to share with me when you win. 
0,@bextasy http://twitpic.com/6gl45 - what about Jake?! 
1,"ugh, the web ho's strike again. i gotta block them all! "
0,@xodreamscometru Yay! Can't wait to watch it at 1am! I have a feeling I'm going to cry because of Lauren's last ep. 
1,@smellycents I am SO peppy today!!! 
1,Time for Tehuti to play Senet  http://bit.ly/11I72A
1,@ktjlarsen Sweet thanks! Maybe I'll have to get caught up between #ChuckMeMondays 
1,watched a weird movie last night. but i dont know what its called lol 
0,@xxTaSh i'm already missing you  one week without my little bitch... that's gonna be horrible...
1,@lucindaaxo thank you 
0,@bagginsboy best part is i've got t4 to watch again tonight 
1,@Kia_whatever cool!  hmm i think at the moment it is set me off. epecialy una's part!
0,isPlayer Has Died! Sorry 
1,@ThomasGudgeon just asked him for you 
1,@alegrame wow....very impresive    did you find your pic of you and the bear online?
1,Download movie  &quot;Tang shan da xiong&quot; http://tinyurl.com/dxrvuz cool #movie
1,Finally awake goin watch drag me to hell later 
1,"@SinnamonS anytime, I love that song "
0,- Even the simplest things seem so complicated. God is taking me through some things... honestly I don't like it yet  Here am I... use me.
0,I'd get in trouble with the internet police for sexual harrassment via twitter!  fuckkkk.
1,@dwaynechin roll roll 
1,"@westcoast_man erm... yeahh kinda, when he gets angry... it is pretty funny "
1,"hobos gone out, no idea where parentals are. home alone again :S "
1,@bradiewebbstack :l no not really die but ....  hi
1,Morning everyone 
1,@siirensiiren def. retweet and fave. worthy 
1,when i feel like thissss ' i turn to him 
0,@mrs_mcsupergirl  to the Jordan pic. Loved the joey lifejacket pic.
0,Good God it's hot as balls 
1,morning @TessMorris &amp; @mozwold   xxx
1,Download movie  Dollhouse http://tinyurl.com/crbe6n cool #movie
1,@kirstypoos lmao...well yes....i am!! Thinkin bout it...will just have a fast dash outside if i think the rain coming on! How are you? 
1,@roseisroadkill oh yea.. haha i mean shaheen reminds me of lil David on star search. 
1,"@alice_cullen53 Again, go masterbate that will give you something to do!  lol"
1,@GeorgiaPrincez Like you're not enjoying the hell out if it. 
0,isPlayer Has Died! Sorry 
1,@bobbbyg Seriously?  Me too.  http://tinyurl.com/lo8sfk
0,@jlilest how about the size of it? i dont get why its doing this 
1,"@MagicalSpork ohh, I'm confused! lol, I thought you meant the author! no no, some common mini halpert names are like emily &amp;&amp; such "
1,@Enamoredsoul ohh heyy its a pleasure to meet u 
0,"@TeelaJBrown i know, i was on the list, but had to miss out b/c of conflicting plans  how did it go?"
1,"@RobMeDaWrongWay Oooh. That's awesome! I need to get caught up. If you ever want me to beta, I'd be happy to do so. "
0,@RiyuChan08 Cool! I would love to attend a Game's Midnight launch atleast once :S The game is good.. but its ultra expensive here 
1,Apparently it's going to be a NK trivia type thing again.... let's hope I can get through and I'm smarter than the idiots yesterday! 
0,"@idolkatelyn That should say,  &quot;Many of us wish we could be there, we will be there in spirit&quot;.  Typos "
1,"@Gaelicwolf mmmmmmmmmm yes!! let's share.  tag team, double team. i don't fukkin care."
0,Dang...I got sunburnt already today 
0,"@Juliet_B Yeah, I know. It was sarcastic "
0,@imjstsayin My son loves WoW but we are not working so he is outta luck for now. 
1,"@IanCovey Heh, it is something I am working on but for me every day is a work day "
1,@AlanDana I'd say it was vice versa for me 
0,@TrinaWright Boooo 
0,feel like shit right now  just woken up. dont know wat im gonna wear to skool tomoz 
1,@DazzleMeThis Remember you are awesome as well 
0,Waiting my boy to find his driver . Where the hell is darcoooooooo 
1,"(cont) &amp; to @anabagasao, the baptism + reception was perfeeect  I love you and baby Nate!"
0,"@Senfaye &quot;has a headache&quot; ugh, so do I "
0,having some serious blogtv issues trying to watch @liamrichardsx 
1,@Chrismorris528 I am going to publish a novel within the next 365 days. Life dream. Believe it. Also getting my arse fit as all hell. 
1,@ishakey yea so wassup 
1,@suzosusan Yes coffee is important 
1,"@ionwen Love you, have a great day! "
1,@davidlebovitz I think you just want to party... 
1,@kiwikatnz Yay to being smokefree! Well done. 
1,"Just got bac from Arlington... could never thank you guys enough for giving ur lives for ur Country, we live in the best nation on earth! "
0,"@Marge_Inovera I tried tweetdeck once and I hated it with a passion. Or it hated me, I'm not sure... "
1,just figured out chords to a song i currently love 
1,my beating heart the anchor to a ship so warm.. thanks for this @ligz  + hey there @Edainsmom .. thanks for y... ? http://blip.fm/~7c36z
0,"all those research, typing, thinking, editing, analyzing, concluding.... i only reached 22% work done. This is frustrating  why so hard?!"
1,@lazyage didn't quite mean that sort of &quot;relax&quot; - I meant... don't get anxious. hard work is good though  remembering to breath helps...!
0,unlike DEEP the vegas deep house scene is full of poseurs who create an exclusionary vibe...totally goes against the spirit of the music 
1,Gotta go bank so I can put this money into a friends account so she can make the mortgage payment... I'm a good friend I am 
0,@TheYoungDiva u dnt even sleep at all I guess .. 
0,@WeLoveHipHop I don't know. My dad keeps asking me if they found it yet. 
0,tom is first! (( we're working so hard! 
0,@Kat_04071991 haha! except no ron weasley 
0,"At work, no fun "
0,"@KTF2009 It's Father's Day.   And I KNOW that I won't get anythin from my boys. They're too you to do it themselves, and their moms won't."
1,@buzznet Be able to check and reply to notes and favourites 
0,"@msilve No, they are not playing at CitiField tonight   I wish, though!  And who said I ever wanted to visit you? ;)"
1,@janeybelle15 Good thanks. Im in an unusually good mood 2day  hows ur easter holidays so far?
1,@martello26 I'll follow when i get home. 
1,"have to entertain my sister now ... we're watching piggley wink  don't know if that's how u spell it but hey, it's good xD"
1,"@mmkerr Hi Miranda, nice to tweet you!  Much love from Ireland! "
0,@jaecka Cant get the blow torch lit 
1,@kerrysholicar @andrewdisley have a good holiday! 
0,@Schofe I'm in blackpool and there's no fish and chips in sight 
0,Twitterville is so gonna miss its Sunny Babe @tarushikha for long time now. 
1,watching @tomomixprophet on her work  cool haha
0,"http://twitpic.com/7ia4h - LOOK! Something bite me under my ear last night! It was redder if thats a word, and all itchy "
0,@Tisyonk Ugh I don't like duriaaaannn 
0,"@pixelyzed helps a little, but now I'm sad you're inside too "
1,@dramaticmisty That's great news!  Have just found 8 beautiful flats but prob too bloody expensive. Want to cry.
0,@MzLdy2U oiiee  i know that feeling all to well. Dont be that girl to sit and wait for that man u fell for to come back tho!
1,No the merc is not mine  but hey it was still CoooooooooooooooL 
1,@Its_Claire i know especially as cocktails are involved.lol 
0,"Almost home, now have to back up all my data on my laptop as courier's picking it up sometime tomorrow. "
1,Is there a stream for NBC latenight that allows me to watch it online and still hit my PST bedtime of 10? Just wondering. Nite all 
1,@web20builders : I highly recommends you join www.m2e.asia You can earn money from free shareholder by dividends. Even you do NOTHING! 
1,by the definition of dean: all photos are erotic. 
1,@vurayav I don't think so but I'll check just to make sure. 
0,I would hate goin 2 the store right now like ..... I think u get the picture 
